Noble Canyon Trail,{'lat': 32.8721503, 'lng': -116.4922388}
Tide Pools Walk,{'lat': 32.668092, 'lng': -117.2446206}
Mendocino Headlands Trail,{'lat': 39.30897059999999, 'lng': -123.8062341}
Oakmont and Oakridge Trail,{'lat': 34.0109413, 'lng': -117.1214609}
Sugarloaf Mountain Trail,{'lat': 33.71662, 'lng': -116.3161488}
Sugarpine Mountain Trail,{'lat': 38.9923969, 'lng': -121.0557788}
Hills For Everyone Trail,{'lat': 33.9258255, 'lng': -117.7285296}
Ten Lakes Trail,{'lat': 33.6263665, 'lng': -78.956422}
Bommer Canyon Trail,{'lat': 33.6203771, 'lng': -117.8018868}
Corriganville Park,{'lat': 34.2667923, 'lng': -118.6490853}
Romero Canyon Trail CLOSED,{'lat': 32.42520520000001, 'lng': -110.898503}
San Simeon Bay Trail,{'lat': 35.5970471, 'lng': -121.110949}
Foothill Regional Park Loop Trail,{'lat': 38.5610791, 'lng': -122.7977821}
San Joaquin River Gorge Trail,{'lat': 37.088396, 'lng': -119.5521245}
Jennie and Weaver Lakes Loop Trail,{'lat': 36.6832751, 'lng': -118.6675985}
Green Valley Trail,{'lat': 35.53381, 'lng': -120.8699617}
Guy Fleming Trail,{'lat': 32.9239154, 'lng': -117.2569755}
Coldwater Canyon Betty B. Dearing Trail CLOSED,{'lat': 34.133219, 'lng': -118.391856}
Mount Langley,{'lat': 36.5232685, 'lng': -118.2389774}
Indian Truck Trail,{'lat': 33.72107, 'lng': -117.4884635}
San Joaquin Wildlife Sanctuary - Treehill  South Loop  Midway Trails ,{'lat': 33.6612156, 'lng': -117.8404283}
Sunset Ridge Saddle Loop,{'lat': 34.45389, 'lng': -117.38556}
Bear Gulch Day Use Area to Reservoir via Rim Trail,{'lat': 36.481223, 'lng': -121.1805467}
Johnsondale Bridge Trail,{'lat': 35.9694105, 'lng': -118.4874213}
Cronan Ranch West Ridge Trail,{'lat': 38.8265445, 'lng': -120.9891272}
Redwood Flat and Salamander Flat,{'lat': 40.4394808, 'lng': -111.6270912}
Monrovia Canyon Waterfall Trail,{'lat': 34.1749564, 'lng': -117.9871351}
Horn Canyon Trail (CLOSED),{'lat': 34.464733, 'lng': -119.1768825}
Pipeline Road Trail,{'lat': 37.0286102, 'lng': -122.0510178}
Lake Merritt,{'lat': 37.8012389, 'lng': -122.258299}
High Marsh Loop Trail,{'lat': 37.9318433, 'lng': -122.6353883}
Alviso Slough Trail,{'lat': 37.429624, 'lng': -121.979184}
Palisade Creek Trail,{'lat': 39.2734535, 'lng': -120.4285106}
Upper Santa Ysabel Creek Trail,{'lat': 33.089884, 'lng': -116.9642662}
Cowles Mountain to Pyles Peak Trail Via Big Rock Trail ,{'lat': 32.8134243, 'lng': -117.0305556}
Cove to Lake Trail,{'lat': 33.6485965, 'lng': -116.3112554}
La Jolla Beach Trail,{'lat': 32.9165088, 'lng': -117.2566837}
Vincent Gap to Mount Baden-Powell via PCT,{'lat': 34.3586117, 'lng': -117.764504}
California Coastal Trail: Lands End to Golden Gate Bridge,{'lat': 37.7848836, 'lng': -122.50751}
Dreaded Hill Loop Trail,{'lat': 33.6896579, 'lng': -117.6441309}
Golden Canyon Trail,{'lat': 36.4207027, 'lng': -116.8467738}
Coyote Ridge Trail to Muir Beach,{'lat': 37.2605598, 'lng': -122.2156759}
D.L. Bliss State Park to Emerald Bay State Park via Rubicon Trail,{'lat': 38.9777719, 'lng': -120.1018852}
Mount Whitney Portal to Lone Pine Lake,null,
Agua Tibia Full Loop Trail,{'lat': 33.420865, 'lng': -116.9858598}
Indian Pools Trail,{'lat': 38.9691061, 'lng': -94.7541231}
Lighthouse Trail,{'lat': 21.3087566, 'lng': -157.6504407}
Partington Cove Trail,{'lat': 36.1751945, 'lng': -121.6964026}
Telegraph Canyon North Ridge Loop Trail CLOSED,{'lat': 33.914372, 'lng': -117.8037002}
Table Rock Trail,{'lat': 35.0193994, 'lng': -82.691946}
Loon Lake Trail,{'lat': 44.5134173, 'lng': -84.1343107}
Tenaja Trail,{'lat': 33.59020539999999, 'lng': -117.4260464}
Cozy Dell Via Foothill Trail (CLOSED),{'lat': 34.4767011, 'lng': -119.283599}
Inspiration Point Loop Trail,{'lat': 34.4720076, 'lng': -119.7142799}
Ring Mountain via Loop and Phyllis Ellman Trail,{'lat': 37.9210186, 'lng': -122.4942505}
Tenaja Falls,{'lat': 33.5558946, 'lng': -117.3983649}
San Juan Trail,{'lat': 33.625165, 'lng': -117.4787781}
Fonts Point,{'lat': 33.187332, 'lng': -116.316177}
Ellis Peak Trail,{'lat': 39.070912, 'lng': -120.2300684}
Burbank Peak Trail,{'lat': 34.1359556, 'lng': -118.332085}
Valley Floor Loop Trail,{'lat': 37.7371367, 'lng': -119.608162}
Loch Lomond Recreation Area,{'lat': 37.1109704, 'lng': -122.064812}
Diemer Trail ,{'lat': 33.9135484, 'lng': -117.8039268}
Maggie Lakes via Summit Trail,{'lat': 36.275965, 'lng': -118.6204623}
Buzzards Roost Trail ,{'lat': 44.0600518, 'lng': -103.3738804}
Devils Bathtub Trail,{'lat': 36.8129999, 'lng': -82.6506292}
Muir Beach to Point Bonita Lighthouse,{'lat': 37.8156056, 'lng': -122.5295287}
Wildcat Canyon Loop,{'lat': 37.3397502, 'lng': -113.0756597}
Venice Canals Trail,{'lat': 33.9838549, 'lng': -118.46698}
Bear Lakes and Round Lake Loop Trail,{'lat': 39.692966, 'lng': -120.6565393}
Mount Lowe via Eaton Saddle,{'lat': 34.2393719, 'lng': -118.0933717}
Tanbark Trail and Tin House CLOSED,{'lat': 36.1788961, 'lng': -121.6812651}
Caribou Lakes Trail,{'lat': 40.0209836, 'lng': -105.6824957}
Little Baldy Trail,{'lat': 36.6143895, 'lng': -118.8045446}
Hopalong Cassidy Trail,{'lat': 33.717204, 'lng': -116.4055659}
Pilot Rock,{'lat': 45.4831849, 'lng': -118.8299848}
Billy Goat Loop Trail,{'lat': 48.78436, 'lng': -120.31789}
Trans-Catalina Trail,{'lat': 33.4047197, 'lng': -118.4205738}
Butte Trail Santa Rosa Trail,{'lat': 34.2175513, 'lng': -118.9101791}
Lower Otay Lake,{'lat': 32.6372, 'lng': -116.9249}
Las Llajas Trail,{'lat': 34.2969901, 'lng': -118.6803337}
Rodeo Beach to Hill 88,{'lat': 37.8423217, 'lng': -122.5320866}
Rhus Ridge and Creek Trail Loop,{'lat': 37.3525963, 'lng': -122.1375479}
Muir Farm And Mount Wanda: John Muir Nature Trail,{'lat': 37.9835335, 'lng': -122.1369096}
Nimitz Way Trail to Wildcat Creek Trail Loop,{'lat': 37.9380049, 'lng': -122.2892432}
Wildcat Gorge and Lake Anza Loop,{'lat': 37.8972576, 'lng': -122.2513273}
Portuguese Bend Landslide Loop,{'lat': 33.7489458, 'lng': -118.3608046}
Skyline Trail,{'lat': 35.4326086, 'lng': -82.25133869999999}
Old Briones Road Trail,{'lat': 37.9374012, 'lng': -122.1406088}
Rubio Canyon Trail,{'lat': 34.2000672, 'lng': -118.1236708}
Harvey Bear Trail,{'lat': 37.1110965, 'lng': -121.5646708}
Big Sycamore Canyon Trail,{'lat': 34.1329053, 'lng': -118.9845783}
Moraga Steps,{'lat': 37.7562657, 'lng': -122.4731879}
Brush Canyon: Brush Canyon Trail,{'lat': 34.1294235, 'lng': -118.3087301}
Pine Creek and Wall Point Trail,{'lat': 37.8568696, 'lng': -121.9532927}
Jennie Lake Trail,{'lat': 44.0136318, 'lng': -115.4330385}
Mt Islip,{'lat': 34.3450005, 'lng': -117.8397841}
Tar Creek CLOSED,{'lat': 36.9685566, 'lng': -94.8462302}
Alpine Pedal Path Trail,{'lat': 34.261232, 'lng': -116.8850396}
Remington Hot Spring Trail,{'lat': 35.5763711, 'lng': -118.5528767}
Arroyo  Old Spanish and Toyon Trail ,null,
Simpson Park Trail,{'lat': 33.7030877, 'lng': -116.9194532}
Upper Otay Reservoir,{'lat': 32.6507185, 'lng': -116.9340954}
Lake Sabrina to Blue Lake Trail,{'lat': 37.2062364, 'lng': -118.6184567}
Big Meadow to Dardanelles Lake via Tahoe Rim Trail,{'lat': 38.7884457, 'lng': -120.0007868}
South Fork Trail to Dry Lake,{'lat': 34.161258, 'lng': -116.871703}
Golden Gate Park Trail,{'lat': 37.7694208, 'lng': -122.4862138}
Spring Lake Loop,{'lat': 34.79898, 'lng': -82.226698}
Snow Creek Falls Trail,{'lat': 37.7654804, 'lng': -119.5348849}
Mount Pinos Trail,{'lat': 34.8128386, 'lng': -119.1454286}
Hazard Peak Trail,{'lat': 35.2813824, 'lng': -120.8639351}
Heaps Peak Arbortorium,{'lat': 34.233999, 'lng': -117.160518}
Shell Beach Bluffs and Ontario Ridge,{'lat': 35.1798099, 'lng': -120.7138322}
Antelope Loop Trail,{'lat': 38.7202321, 'lng': -121.3593102}
Mount Davidson Trail,{'lat': 37.7389274, 'lng': -122.4538594}
Martin Canyon Creek Trail,{'lat': 37.7079826, 'lng': -121.9564174}
North Lykken Trail,{'lat': 33.8158536, 'lng': -116.5552178}
Keller Peak,{'lat': 34.1958729, 'lng': -117.0495951}
Martis Creek Trail,{'lat': 39.3016896, 'lng': -120.130895}
Lake Calavera via Oak Riparian Park,{'lat': 33.1767074, 'lng': -117.2699998}
Laguna Mountain Ridge via the PCT,{'lat': 32.8400248, 'lng': -116.4394502}
Stuart Fork Trail to Emerald and Sapphire Lakes,{'lat': 40.8232009, 'lng': -122.7658561}
Lake Winnemucca from Carson Pass via Pacific Crest Trail,{'lat': 38.6937963, 'lng': -119.9885161}
Mavericks Cliffs Trail and Pier,{'lat': 37.5158519, 'lng': -122.5056176}
Damnation Creek Trail,{'lat': 41.6656683, 'lng': -124.123413}
Verna Dunshee Trail and Plank Trail at Mount Tam East Peak,{'lat': 37.8890472, 'lng': -122.6107881}
Ladybug Camp Trail,{'lat': 36.3501957, 'lng': -118.765781}
Pincushion Mountain Peak ,{'lat': 37.0314663, 'lng': -119.6446843}
Alhambra Creek Trail,{'lat': 37.9503531, 'lng': -122.1277098}
Ascot Hills Park Trail,{'lat': 34.0705979, 'lng': -118.1889221}
American River,{'lat': 38.6373774, 'lng': -121.331145}
White Mountain Peak Trail,{'lat': 37.6343543, 'lng': -118.2557392}
Fall Creek to Lime Kilns Trail,{'lat': 37.0685602, 'lng': -122.1093067}
Sugar Bowl - Redwood Creek Loop,{'lat': 36.7076252, 'lng': -118.9210431}
Laguna Beach and Bluffs,{'lat': 34.8952445, 'lng': -114.5518045}
North Fork of the American River Lake Clementine Trail,{'lat': 38.9427956, 'lng': -121.0112901}
Camp Ohlone Road,{'lat': 37.5148824, 'lng': -121.8311506}
Caples Creek Loop Trail,{'lat': 38.6953009, 'lng': -120.200495}
Thompson Creek Trail,{'lat': 34.1289087, 'lng': -117.7179162}
West Ridge Trail  Lynx  and Cholla Trails ,{'lat': 33.581862, 'lng': -117.7523842}
Bay View Marsh Trail,{'lat': 32.8084514, 'lng': -79.8306261}
Piedra Blanca Formations Trail (CLOSED),{'lat': 34.5601645, 'lng': -119.1646555}
Del Dios Gorge Trail ,{'lat': 33.0536427, 'lng': -117.1181574}
Rose Canyon Trail,{'lat': 32.8552341, 'lng': -117.2176154}
Fiesta Island Trail,{'lat': 32.7711421, 'lng': -117.2153764}
Froom Canyon - Irish Hills Preserve,{'lat': 35.2605563, 'lng': -120.7055548}
Berryessa Peak Trail,{'lat': 38.6978637, 'lng': -122.2323751}
Bernal Heights Park Trail,{'lat': 37.7433416, 'lng': -122.4139925}
Cherry Canyon: Owl  Lizs Loop  Cerro Negro Trails ,{'lat': 12.5077778, 'lng': -86.7022222}
Old Stagecoach Road,{'lat': 41.3405917, 'lng': -73.5205454}
Limestone Canyon and Loma Ridge Loop,{'lat': 33.7172479, 'lng': -117.6727779}
Redwoods Reborn - Fall Creek,{'lat': 37.0685602, 'lng': -122.1093067}
Crestridge Ecological Reserve Trail,{'lat': 32.8287416, 'lng': -116.8564088}
Jack London State Historic Park Trail,{'lat': 38.35666399999999, 'lng': -122.5409}
Colby Trail,{'lat': 34.1562454, 'lng': -117.8438973}
San Gabriel River Bike Path- San Gabriel Canyon to Seal Beach,{'lat': 34.2376776, 'lng': -117.859767}
Trippet Ranch to Eagle Springs Loop Trail,{'lat': 34.0932462, 'lng': -118.5884911}
San Jacinto Peak via Fuller Ridge Trail,{'lat': 33.839053, 'lng': -116.736255}
Sweetwater Trail,{'lat': 39.302417, 'lng': -86.13861349999999}
Coyote Peak and Ridge Trail Loop,{'lat': 37.2071848, 'lng': -121.7756459}
Siberia Creek Trail,{'lat': 34.2264784, 'lng': -117.0238886}
PCT: CA Section A - Campo to Warner Springs,{'lat': 37.9021988, 'lng': -119.4162514}
Skyline Park Perimeter Loop,{'lat': 38.2792897, 'lng': -122.2489646}
Shoreline Lake,{'lat': 37.4328551, 'lng': -122.0881603}
Tuna Canyon Trails,{'lat': 34.0579162, 'lng': -118.6119486}
Monarch Lakes Trail,{'lat': 40.1045406, 'lng': -105.7395182}
Mount Burdell Trail,{'lat': 38.119507, 'lng': -122.614196}
Pacific Electric Trail,{'lat': 34.1237332, 'lng': -117.5370338}
Way Up Trail to Harmony Grove Overlook,{'lat': 33.0865796, 'lng': -117.1450871}
Devils Canyon,{'lat': 35.6329536, 'lng': -94.03487919999999}
Hidden Beach and False Klamath Rock,{'lat': 41.5776726, 'lng': -124.1002298}
Barbaras Lake Loop Trail,{'lat': 33.6101551, 'lng': -117.7567619}
One Eye Creek Trail,{'lat': 38.8062424, 'lng': -120.7269028}
Mother Miguel Mountain via Sweetwater Park,{'lat': 32.6847762, 'lng': -116.9639142}
Lake Siskiyou Trail,{'lat': 41.282777, 'lng': -122.3393753}
Lone Pine Lake Trail to John Muir Trail,{'lat': 36.5766406, 'lng': -118.2484594}
Folsom Trail,{'lat': 38.6817907, 'lng': -121.1642533}
Los Pinos Peak,{'lat': 33.6641876, 'lng': -117.4711553}
Golden Canyon and Gower Gulch Loop via Zabriskie Point,{'lat': 36.4110601, 'lng': -116.8403297}
Kelso Dunes Trail,{'lat': 34.8942605, 'lng': -115.701769}
Shell Ridge: Twin Ponds Loop,{'lat': 37.899934, 'lng': -122.001972}
Natural Bridge Trail,{'lat': 30.2752297, 'lng': -84.11223799999999}
Rattlesnake Peak Trail,{'lat': 34.271948, 'lng': -117.7770033}
Gaviota Hot Springs and Trespass Trail,{'lat': 34.4775613, 'lng': -120.2299976}
Jamison Lake,{'lat': 39.7093608, 'lng': -120.6994265}
Dewey Point Trail,{'lat': 37.7045816, 'lng': -119.6502382}
Hidden Horseshoe and Pushwalla Palms Trail,{'lat': 33.83693, 'lng': -116.30969}
Lagoon Valley Loop,{'lat': 38.3219173, 'lng': -122.0103525}
Doane Valley Loop Trail,{'lat': 33.3438959, 'lng': -116.9131596}
West Ridge Stream Trail Loop Trail,{'lat': 37.8020533, 'lng': -122.1444402}
Natural Bridges to Lighthouse Field Loop,{'lat': 36.9529053, 'lng': -122.0567543}
Middle Fork Road to Icehouse Saddle,{'lat': 34.2394551, 'lng': -117.5967181}
Crissy Field and the Palace of Fine Arts,{'lat': 37.8029577, 'lng': -122.4491929}
West Side Railroad Trail to the Tuolumne North Fork,{'lat': 37.9731203, 'lng': -120.2267636}
Florida Canyon Trail,{'lat': 32.7353116, 'lng': -117.1440012}
Bear Gulch Trail,{'lat': 36.4831357, 'lng': -121.1737224}
Arcata Community Forest Loop,{'lat': 40.8748434, 'lng': -124.0504289}
McLeod Lake Trail,{'lat': 44.96513059999999, 'lng': -94.02930649999999}
Arroyo Trabuco Trail,{'lat': 33.54136700000001, 'lng': -117.663284}
Elsmere Canyon Trail,{'lat': 34.3564482, 'lng': -118.5027833}
Cave Rocks Loop,{'lat': 37.5247015, 'lng': -121.8137335}
Point Defiance Trail,{'lat': 47.3083123, 'lng': -122.5327736}
South Tufa Loop Trail,{'lat': 37.9774243, 'lng': -119.1334891}
Ralph B. Clark Perimeter Trail,{'lat': 33.8932975, 'lng': -117.9779347}
Inspiration Point Trail,{'lat': 34.4720076, 'lng': -119.7142799}
Salmon Lake Trail,{'lat': 39.658095, 'lng': -106.166548}
Mountain Home Inn to Mount Tam East Peak,{'lat': 37.9101065, 'lng': -122.5768791}
Unal Trail,{'lat': 35.7227587, 'lng': -118.5669717}
Devils Punchbowl Loop Trail,{'lat': 34.4202755, 'lng': -117.8522854}
Clyde Lake,{'lat': 36.6621477, 'lng': -96.10714829999999}
Kibbie Lake Trail,{'lat': 38.0539183, 'lng': -119.8460809}
Boucher Trail and Scotts Cabin Loop,{'lat': 33.3347566, 'lng': -116.9189147}
Lusardi Creek Loop Trail,{'lat': 33.0015348, 'lng': -117.1378229}
Sunken City CLOSED,null,
Silver Moccasin Trail,{'lat': 34.3077465, 'lng': -118.0197246}
Desert View Trail,{'lat': 33.8140976, 'lng': -116.5097548}
Emerald Point Trail,{'lat': 38.9542445, 'lng': -120.110414}
Lafayette Ridge Trail,{'lat': 37.9093664, 'lng': -122.1195307}
Dragoon Gulch Trail,{'lat': 37.9823879, 'lng': -120.3905634}
Shelf Road Trail,{'lat': 34.4646455, 'lng': -119.2369719}
Shell Ridge - Borgess Ranch Loop,{'lat': 37.899934, 'lng': -122.001972}
Mt. Baden-Powell from Dawson Gap,{'lat': 34.3586117, 'lng': -117.764504}
Kings Creek Falls Trail,{'lat': 40.4593269, 'lng': -121.4410884}
Olmsted Point Nature Trail,{'lat': 37.8651011, 'lng': -119.5383294}
Hot Springs Mountain Trail,{'lat': 37.9171748, 'lng': -79.9233027}
Blue Oak Trail,{'lat': 37.9370012, 'lng': -122.1082842}
Angel Island Perimeter Loop,{'lat': 37.860909, 'lng': -122.4325682}
Black Canyon Trail,{'lat': 34.1137987, 'lng': -112.157612}
Cypress Grove Trail,{'lat': 36.5210187, 'lng': -121.951703}
Mount Sizer Loop,{'lat': 37.2138298, 'lng': -121.5135515}
Poly Canyon Loop Trail,{'lat': 35.3172707, 'lng': -120.6472187}
Upper Las Virgenes Canyon Open Space Preserve Trail,{'lat': 34.185009, 'lng': -118.6683531}
Whitney Canyon: Santa Clara Truck Trail (aka The Beast),{'lat': 34.3652895, 'lng': -118.5003067}
Black Butte,{'lat': 44.3995608, 'lng': -121.6344956}
Kent Trail to Hidden Lake,{'lat': 45.313528, 'lng': -121.799667}
Ontario Ridge Trail via Sycamore Springs,{'lat': 35.1781416, 'lng': -120.7097375}
The Needles Trail,{'lat': 36.119746, 'lng': -118.508499}
Leona Canyon Trail,{'lat': 37.7832088, 'lng': -122.151056}
Sulphur Mountain Road Trail CLOSED,{'lat': 34.4032615, 'lng': -119.2296347}
El Dorado Trail from Smithflat,{'lat': 38.7330119, 'lng': -120.7891461}
Blue Sky Ecological Reserve Trail,{'lat': 33.017424, 'lng': -117.0247854}
Sycamore Creek Trail,{'lat': 33.4698754, 'lng': -117.6835796}
New Almaden Trail,{'lat': 37.1993233, 'lng': -121.862299}
Dunsmore Canyon and Le Mesanger Loop Trails,{'lat': 34.24955, 'lng': -118.2533192}
Yosemite Valley to Tuolumne Meadows Trail,{'lat': 37.9093559, 'lng': -119.4190586}
Donner Peak Trail,{'lat': 39.3158892, 'lng': -120.3216128}
Westwood Hills Park,{'lat': 38.3029786, 'lng': -122.3191971}
Gabrielino Trail to El Prieto Trail Loop,{'lat': 34.2109471, 'lng': -118.1684424}
 San Clemente State Beach ,{'lat': 33.4043306, 'lng': -117.6028514}
Duchess Mine Trail,{'lat': 42.074056, 'lng': -73.5344439}
Shealor Lake Trail,{'lat': 38.655506, 'lng': -120.1348718}
Rattlesnake Loop Trail,{'lat': 33.5855008, 'lng': -117.8034957}
Yosemite Point,{'lat': 37.7568388, 'lng': -119.5929945}
Balconies Trail ,{'lat': 36.4946387, 'lng': -121.206509}
Bertha Peak Via Holcomb Valley Road (2N09),{'lat': 34.2830617, 'lng': -116.899199}
Hazelnut Trail,{'lat': 37.5735996, 'lng': -122.4671839}
Hidden Falls Trail PRIVATE PROPERTY,{'lat': 29.5677247, 'lng': -95.37615199999999}
The Living Desert Wilderness Loop Trail,{'lat': 33.6999789, 'lng': -116.3744166}
Iron Mountain via Ellie Lane Trail,{'lat': 32.9774561, 'lng': -116.9624877}
Glen Canyon Park Trail,{'lat': 37.7415588, 'lng': -122.4431851}
Twenty Lakes Basin Loop Trail,{'lat': 37.966175, 'lng': -119.271504}
Tahoe Vista Trail,{'lat': 39.2582953, 'lng': -120.0649439}
Amirs Garden Trail,{'lat': 34.1424288, 'lng': -118.2928995}
Emerald Lake Trail,{'lat': 40.309934, 'lng': -105.668747}
Newport Beach Back Bay Trail,{'lat': 33.6284957, 'lng': -117.8841707}
Sardine Lakes,{'lat': 39.61717, 'lng': -120.623381}
Serrania Ridge Trail,{'lat': 34.1490513, 'lng': -118.5865001}
Warren Lake Trail,{'lat': 39.396275, 'lng': -120.352919}
Los Padres Trail and Vista Loop,{'lat': 36.0532482, 'lng': -115.2245692}
Tahoe Donner Trails,{'lat': 39.34365020000001, 'lng': -120.2148804}
Ramona Grasslands Preserve Trail,{'lat': 33.0332762, 'lng': -116.9505358}
San Jacinto Peak Loop Trail,{'lat': 33.814463, 'lng': -116.6791834}
Rice Canyon Trail,{'lat': 32.6400541, 'lng': -117.0841955}
Wildwood Canyon Trail,{'lat': 34.2123105, 'lng': -118.2906661}
Shady Canyon Trail,{'lat': 33.6298708, 'lng': -117.8085883}
Long Lake Loop Trail,{'lat': 40.0788947, 'lng': -105.5788466}
Crystal Mountain via PCT,{'lat': 40.7542152, 'lng': -121.3857233}
Big Pine Flat Trail,{'lat': 34.319528, 'lng': -117.013125}
The Cool to Canyon Loop Trail,{'lat': 40.0140503, 'lng': -105.3436277}
Walk Across the Golden Gate Bridge,{'lat': 37.8199286, 'lng': -122.4782551}
Edwards Loop Sky Trail,{'lat': 38.0298958, 'lng': -122.2146612}
Kortum Trail,{'lat': 38.4186947, 'lng': -123.1068942}
Otay Mountain Truck Trail to Marron Valley Road,{'lat': 32.60775170000001, 'lng': -116.8436315}
Mentryville: Pico Canyon Trail,{'lat': 34.3791724, 'lng': -118.6110163}
Muir Grove Trail,{'lat': 36.6313343, 'lng': -118.8362126}
Clevenger Canyon-San Pasqual North Trail,{'lat': 33.0848563, 'lng': -116.9163547}
Presidio Loop Trail,{'lat': 37.7957756, 'lng': -122.4514004}
Santiago Canyon Trail ,{'lat': 33.8215337, 'lng': -117.7761679}
Fairway Falls Trail,{'lat': 38.0513843, 'lng': -122.5728215}
Yankee Jims-Indian Creek Trail,{'lat': 39.02934279999999, 'lng': -120.8616029}
Darwin Falls Trail via Old Toll Road,{'lat': 36.3277154, 'lng': -117.5146757}
Flag Hill Loop Trail,{'lat': 37.52591719999999, 'lng': -121.8298367}
Twin Peaks Trail,{'lat': 32.9818217, 'lng': -117.0328058}
Wagon Wheel Canyon Loop Trail,{'lat': 40.0140503, 'lng': -105.3436277}
Oso Flaco Lake Trail,{'lat': 35.0134308, 'lng': -120.5770936}
Hanging Rock Trail,{'lat': 36.3965253, 'lng': -80.26822279999999}
Granite & Hidden Lakes Trail,{'lat': 48.68157859999999, 'lng': -113.7489558}
Rose Bowl Loop Trail,{'lat': 34.1535017, 'lng': -118.165158}
Gibson Ranch Regional Park Loop Trail ,{'lat': 38.723755, 'lng': -121.4034049}
Shoemaker Canyon Road  East Fork San Gabriel River ,{'lat': 34.2322971, 'lng': -117.7909204}
Ediza Lake Loop Trail,{'lat': 37.6845609, 'lng': -119.1674106}
Dana Point Beach Trail,{'lat': 33.4493211, 'lng': -117.6566843}
Saddlebag Lake Trail,{'lat': 37.9507505, 'lng': -119.261639}
Gaylor Lakes Trail,{'lat': 37.9192418, 'lng': -119.2692058}
Coyote Creek Trail,{'lat': 37.332206, 'lng': -121.8664883}
Old San Pedro Mountain Road / North Peak Trail,{'lat': 37.5288888, 'lng': -122.4272222}
Felsman Loop Trail,{'lat': 35.3062695, 'lng': -120.6916863}
Beacon Hill Fern Canyon Loop Trail,{'lat': 34.130756, 'lng': -118.2852566}
The Pardee Section of the Mokelumne Coast to Crest Trail,{'lat': 38.3586713, 'lng': -120.5893439}
Buzzards Roost Trail,{'lat': 44.0600518, 'lng': -103.3738804}
Old Banner Toll Road Trail,{'lat': 33.068653, 'lng': -116.546593}
Lodi Lake Nature Trail,{'lat': 38.146277, 'lng': -121.292847}
Mount McCoy Trail,{'lat': 34.2645613, 'lng': -118.7995578}
Monument Peak Trail,{'lat': 37.4793349, 'lng': -121.868082}
Pacific to Redwoods Loop,{'lat': 36.9608175, 'lng': -122.0833662}
Rae Lakes  Loop,{'lat': 36.7946543, 'lng': -118.5827456}
Exploration Trail,{'lat': 34.2010282, 'lng': -117.0645417}
Sonoma Overlook Trail,{'lat': 38.2996142, 'lng': -122.4572497}
Lake Del Valle Trail,{'lat': 37.5851473, 'lng': -121.6997774}
Tahoe Rim Trail to Picnic Rock Viewpoint,{'lat': 39.2582953, 'lng': -120.0649439}
Hermit Gulch Trail to Lone Tree Point,{'lat': 33.3288205, 'lng': -118.3394199}
Balboa Island Wedge Trail,{'lat': 33.5928531, 'lng': -117.8810374}
The Riser to Kaiser,{'lat': 37.2946655, 'lng': -119.1828683}
PCT: CA Section K - Echo Lake to Highway 80,null,
Bernardo Bay Trail,{'lat': 33.0323653, 'lng': -117.0810413}
Bell Mountain,{'lat': 34.9592579, 'lng': -83.7292089}
Mt. Pinos via McGill Trail,{'lat': 34.8128386, 'lng': -119.1454286}
Briones Hills Loop Trail,{'lat': 37.9432088, 'lng': -122.1405413}
North Rim Trail to Boccardo Trail,{'lat': 37.4058303, 'lng': -121.8055276}
Flanagan and Chamise Peak Trail,{'lat': 40.6874561, 'lng': -122.4366825}
George F. Canyon Nature Trail,{'lat': 33.7720808, 'lng': -118.3269386}
Dunsmuir Waterfalls PRIVATE PROPERTY,{'lat': 41.241745, 'lng': -122.2669557}
 Bell View Trail ,{'lat': 33.6615341, 'lng': -117.5499478}
Dry Creek Trail,{'lat': 34.9628248, 'lng': -111.7937288}
Willow Creek Jeep Trail,{'lat': 34.2981191, 'lng': -117.1834592}
Minaret Lake,{'lat': 37.65948119999999, 'lng': -119.157599}
Lynx Mathis Loop Trail,{'lat': 33.5513213, 'lng': -117.7204421}
Redwood Creek Trail,{'lat': 41.2991492, 'lng': -124.0335477}
Potem Falls Trail,{'lat': 40.8387659, 'lng': -122.0283325}
Mount Lowe Road to Inspiration Point,{'lat': 34.2215294, 'lng': -118.1093619}
Round Top & Winnemucca and Fourth of July Lake,{'lat': 40.1218504, 'lng': -119.3396233}
Los Jilgueros Preserve Trail,{'lat': 33.3589855, 'lng': -117.2476923}
Long Ridge Loop,{'lat': 37.2839618, 'lng': -122.1594205}
Mount El Sombroso via Kennedy Trail,{'lat': 37.1785566, 'lng': -121.9102335}
Jurupa Hills North Trail,{'lat': 34.040032, 'lng': -117.4413174}
Sanborn Skyline Park to Castle Rock State Park,{'lat': 37.229843, 'lng': -122.1251487}
Power Line Trail,{'lat': 47.699844, 'lng': -122.106221}
Lake Tabeaud Loop,{'lat': 38.3483124, 'lng': -120.6638478}
Harding Truck Trail,{'lat': 33.7181645, 'lng': -117.5840663}
OMelveny Park Loop to Mission Point,{'lat': 34.3093955, 'lng': -118.5136168}
Timber Mountain,{'lat': 34.2450059, 'lng': -117.5931091}
Wright Peak Summit Trail,{'lat': 44.1517187, 'lng': -73.9801468}
Wild Horse Trail,{'lat': 33.5248424, 'lng': -111.6497391}
Stevens Trail East,{'lat': 39.1047375, 'lng': -120.9428399}
Browns Ditch Trail,{'lat': 37.2872765, 'lng': -119.5151261}
Thunder Mountain Loop Trail,{'lat': 38.70573419999999, 'lng': -120.107764}
Old Pinnacles Trail to Balconies,{'lat': 36.4905655, 'lng': -121.1824925}
